"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Sun Jun 02 14:07:54 GMT 2024","Sun Jun 02 14:07:54 GMT 2024","2","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
"passed","Sun Jun 02 14:07:54 GMT 2024","Sun Jun 02 14:07:54 GMT 2024","10","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
