"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 06 18:09:56 GMT 2024","Thu Jun 06 18:09:56 GMT 2024","11","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
"unknown","Thu Jun 06 18:09:56 GMT 2024","Thu Jun 06 18:09:56 GMT 2024","2","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
