"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Wed Jun 05 01:47:14 GMT 2024","Wed Jun 05 01:47:14 GMT 2024","2","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
"passed","Wed Jun 05 01:47:14 GMT 2024","Wed Jun 05 01:47:14 GMT 2024","9","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
